Region,Country,Item Type,Sales Channel,Order ID,Units Sold,Unit Price,Unit Cost,Total Profit
Australia and Oceania,Marshall Islands,Beverages,Offline,516886842,7158,47.45,31.79,112094.28
Central America and the Caribbean,The Bahamas,Vegetables,Online,509203708,3548,154.06,90.93,223985.24
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,798989140,7497,437.2,263.33,1303503.39
Asia,Uzbekistan,Cereal,Offline,792541968,9635,205.7,117.11,853564.65
Sub-Saharan Africa,Namibia,Household,Online,416473519,2624,668.27,502.54,434875.52
Central America and the Caribbean,El Salvador,Office Supplies,Offline,567707622,6156,651.21,524.96,777195
Asia,China,Household,Offline,863480603,1954,668.27,502.54,323836.42
Asia,Philippines,Beverages,Offline,991341292,8773,47.45,31.79,137385.18
Sub-Saharan Africa,Central African Republic,Cereal,Online,259151017,7400,205.7,117.11,655566
Asia,Mongolia,Household,Offline,745083606,5651,668.27,502.54,936540.23
Europe,Luxembourg,Personal Care,Offline,547625386,3376,81.73,56.67,84602.56
Middle East and North Africa,Pakistan,Beverages,Offline,535575187,7454,47.45,31.79,116729.64
Australia and Oceania,New Zealand,Meat,Online,298044335,6797,421.89,364.69,388788.4
Europe,Montenegro,Fruits,Online,394456660,7346,9.33,6.92,17703.86
Europe,Kosovo,Baby Food,Online,104548490,7076,255.28,159.42,678305.36
Sub-Saharan Africa,Zambia,Vegetables,Online,578368651,991,154.06,90.93,62561.83
Asia,Bhutan,Beverages,Offline,786278474,6128,47.45,31.79,95964.48
Asia,Laos,Office Supplies,Online,668951785,6554,651.21,524.96,827442.5
Europe,Greece,Cereal,Online,687374913,8367,205.7,117.11,741232.53
Central America and the Caribbean,Costa Rica,Meat,Online,472846686,4697,421.89,364.69,268668.4
Middle East and North Africa,Turkey,Clothes,Online,176978433,706,109.28,35.84,51848.64
Europe,Greece,Vegetables,Online,921693980,8586,154.06,90.93,542034.18
Sub-Saharan Africa,Eritrea,Cosmetics,Online,749229657,2560,437.2,263.33,445107.2
Central America and the Caribbean,Haiti,Meat,Offline,472134292,3884,421.89,364.69,222164.8
Asia,Sri Lanka,Cosmetics,Online,523269212,5843,437.2,263.33,1015922.41
Sub-Saharan Africa,Ethiopia,Fruits,Online,505808246,8755,9.33,6.92,21099.55
Australia and Oceania,East Timor,Office Supplies,Online,543237721,4969,651.21,524.96,627336.25
Europe,Montenegro,Household,Online,829356467,3864,668.27,502.54,640380.72
Australia and Oceania,Solomon Islands,Office Supplies,Online,278275811,6851,651.21,524.96,864938.75
Central America and the Caribbean,Honduras,Office Supplies,Online,574419581,2374,651.21,524.96,299717.5
Europe,Czech Republic,Cereal,Offline,322524106,905,205.7,117.11,80173.95
Europe,Portugal,Cereal,Offline,897638213,9950,205.7,117.11,881470.5
Middle East and North Africa,Yemen,Personal Care,Offline,595123231,9044,81.73,56.67,226642.64
Europe,Italy,Baby Food,Offline,480652987,4755,255.28,159.42,455814.3
Europe,France,Office Supplies,Online,340213811,5682,651.21,524.96,717352.5
Asia,Malaysia,Cereal,Online,930104529,7454,205.7,117.11,660349.86
Europe,Iceland,Baby Food,Online,826936471,7733,255.28,159.42,741285.38
Europe,Norway,Cosmetics,Online,477633464,1211,437.2,263.33,210556.57
Europe,Latvia,Meat,Online,849431836,4611,421.89,364.69,263749.2
Sub-Saharan Africa,Cape Verde,Snacks,Online,279880416,1689,152.58,97.44,93131.46
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,326840531,8231,152.58,97.44,453857.34
Middle East and North Africa,Qatar,Fruits,Online,818486011,7054,9.33,6.92,17000.14
Sub-Saharan Africa,Sudan,Household,Offline,303303182,3006,668.27,502.54,498184.38
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,100090873,7968,81.73,56.67,199678.08
Sub-Saharan Africa,Cape Verde,Vegetables,Offline,247960412,5851,154.06,90.93,369373.63
Asia,Taiwan,Meat,Online,856335628,7597,421.89,364.69,434548.4
Middle East and North Africa,Libya,Cereal,Offline,754952847,6179,205.7,117.11,547397.61
Central America and the Caribbean,Belize,Meat,Online,643860900,1603,421.89,364.69,91691.6
Sub-Saharan Africa,Republic of the Congo,Clothes,Offline,843421113,5905,109.28,35.84,433663.2
Europe,United Kingdom,Baby Food,Online,844307315,8152,255.28,159.42,781450.72
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,657505834,9442,255.28,159.42,905110.12
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,364315497,7906,152.58,97.44,435936.84
Middle East and North Africa,Israel,Fruits,Offline,566347634,3705,9.33,6.92,8929.05
Sub-Saharan Africa,Senegal,Baby Food,Offline,135526072,4031,255.28,159.42,386411.66
Australia and Oceania,Vanuatu,Household,Offline,264087140,8108,668.27,502.54,1343738.84
Europe,Finland,Snacks,Online,414579665,2191,152.58,97.44,120811.74
Europe,Switzerland,Cereal,Offline,569864976,4565,205.7,117.11,404413.35
Europe,United Kingdom,Clothes,Online,783116900,548,109.28,35.84,40245.12
Europe,Andorra,Cosmetics,Online,727821767,7489,437.2,263.33,1302112.43
Asia,Maldives,Clothes,Offline,147778403,9768,109.28,35.84,717361.92
Asia,Philippines,Office Supplies,Online,207098138,3796,651.21,524.96,479245
Australia and Oceania,East Timor,Meat,Online,340204799,3015,421.89,364.69,172458
Asia,China,Beverages,Offline,501834714,2899,47.45,31.79,45398.34
Middle East and North Africa,Tunisia ,Household,Offline,717036712,5952,668.27,502.54,986424.96
Europe,Georgia,Meat,Offline,631172120,6711,421.89,364.69,383869.2
Europe,San Marino,Office Supplies,Offline,859914767,6744,651.21,524.96,851430
Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,Offline,739250981,9648,47.45,31.79,151087.68
Europe,Andorra,Snacks,Online,575479590,6054,152.58,97.44,333817.56
Sub-Saharan Africa,Cameroon,Personal Care,Online,295211923,8623,81.73,56.67,216092.38
Central America and the Caribbean,Costa Rica,Clothes,Offline,795371806,7047,109.28,35.84,517531.68
North America,Greenland,Personal Care,Offline,793195569,3050,81.73,56.67,76433
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Offline,876232039,5387,81.73,56.67,134998.22
Europe,Spain,Snacks,Offline,352342545,4844,152.58,97.44,267098.16
Central America and the Caribbean,Panama,Household,Offline,399700915,9238,668.27,502.54,1531013.74
Asia,Taiwan,Baby Food,Online,916793477,8418,255.28,159.42,806949.48
Europe,Slovenia,Cereal,Online,972419059,9264,205.7,117.11,820697.76
Middle East and North Africa,Kuwait,Meat,Online,155688989,686,421.89,364.69,39239.2
Asia,South Korea,Meat,Offline,826027095,8628,421.89,364.69,493521.6
Sub-Saharan Africa,Lesotho,Meat,Offline,463169705,1063,421.89,364.69,60803.6
Europe,Spain,Meat,Offline,217165648,2996,421.89,364.69,171371.2
Middle East and North Africa,Israel,Snacks,Online,858376252,1463,152.58,97.44,80669.82
Middle East and North Africa,Syria,Vegetables,Online,527475345,531,154.06,90.93,33522.03
Australia and Oceania,Nauru,Cosmetics,Offline,585449254,6299,437.2,263.33,1095207.13
Australia and Oceania,Samoa ,Baby Food,Offline,663596808,1897,255.28,159.42,181846.42
Sub-Saharan Africa,South Sudan,Baby Food,Offline,913529336,2486,255.28,159.42,238307.96
Central America and the Caribbean,Haiti,Office Supplies,Online,657170665,258,651.21,524.96,32572.5
Asia,Cambodia,Vegetables,Offline,636757123,9438,154.06,90.93,595820.94
Europe,Denmark,Baby Food,Online,764837539,1279,255.28,159.42,122604.94
Sub-Saharan Africa,Burkina Faso,Fruits,Online,574273240,9068,9.33,6.92,21853.88
Central America and the Caribbean,Barbados,Cereal,Offline,568238055,3123,205.7,117.11,276666.57
Europe,Latvia,Fruits,Offline,870218312,5792,9.33,6.92,13958.72
Australia and Oceania,Samoa ,Personal Care,Online,774012839,6454,81.73,56.67,161737.24
Australia and Oceania,Tonga,Clothes,Online,993732964,6522,109.28,35.84,478975.68
Europe,Spain,Office Supplies,Online,513802516,4437,651.21,524.96,560171.25
Europe,Slovakia,Beverages,Online,638957822,673,47.45,31.79,10539.18
Europe,Bulgaria,Baby Food,Online,944247710,2736,255.28,159.42,262272.96
Middle East and North Africa,Morocco,Clothes,Online,625033509,160,109.28,35.84,11750.4
Sub-Saharan Africa,Niger,Household,Offline,746989047,9514,668.27,502.54,1576755.22
Sub-Saharan Africa,Central African Republic,Snacks,Online,196100652,9395,152.58,97.44,518040.3
Sub-Saharan Africa,Eritrea,Office Supplies,Online,628667151,5435,651.21,524.96,686168.75
Sub-Saharan Africa,Ghana,Meat,Offline,621299874,5294,421.89,364.69,302816.8
Australia and Oceania,Palau,Cereal,Online,620922648,3665,205.7,117.11,324682.35
Europe,Netherlands,Baby Food,Offline,694771802,7270,255.28,159.42,696902.2
Sub-Saharan Africa,Burkina Faso,Cosmetics,Online,980396163,9866,437.2,263.33,1715401.42
Asia,Kazakhstan,Cosmetics,Online,335657060,7238,437.2,263.33,1258471.06
Europe,Bosnia and Herzegovina,Snacks,Offline,388728320,2203,152.58,97.44,121473.42
Asia,Taiwan,Clothes,Online,588096272,9611,109.28,35.84,705831.84
Europe,Vatican City,Vegetables,Offline,452559745,1340,154.06,90.93,84594.2
Europe,Portugal,Baby Food,Offline,921230065,1303,255.28,159.42,124905.58
Middle East and North Africa,United Arab Emirates,Fruits,Offline,303531062,441,9.33,6.92,1062.81
Asia,Turkmenistan,Fruits,Offline,129199063,1729,9.33,6.92,4166.89
Sub-Saharan Africa,Cameroon,Cosmetics,Online,198282897,5170,437.2,263.33,898907.9
Europe,Malta,Fruits,Online,831143891,2802,9.33,6.92,6752.82
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,618455874,3692,651.21,524.96,466115
Sub-Saharan Africa,Tanzania,Household,Online,471205174,8937,668.27,502.54,1481129.01
Central America and the Caribbean,Costa Rica,Baby Food,Online,470690619,6669,255.28,159.42,639290.34
Europe,Estonia,Cereal,Online,318523538,7048,205.7,117.11,624382.32
Central America and the Caribbean,Panama,Household,Offline,686627757,7267,668.27,502.54,1204359.91
Sub-Saharan Africa,Mali,Office Supplies,Online,967239606,6548,651.21,524.96,826685
Central America and the Caribbean,Dominican Republic,Beverages,Offline,622907912,1148,47.45,31.79,17977.68
Central America and the Caribbean,Guatemala,Household,Offline,536494004,9353,668.27,502.54,1550072.69
Sub-Saharan Africa,Sierra Leone,Cosmetics,Online,761171710,6479,437.2,263.33,1126503.73
Europe,Armenia,Meat,Offline,970427358,9875,421.89,364.69,564850
Asia,Vietnam,Fruits,Offline,908059775,3921,9.33,6.92,9449.61
Central America and the Caribbean,Panama,Vegetables,Online,838180291,5029,154.06,90.93,317480.77
Europe,Estonia,Cereal,Offline,195212733,6641,205.7,117.11,588326.19
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,733893430,4229,154.06,90.93,266976.77
Central America and the Caribbean,Panama,Cosmetics,Online,679271209,300,437.2,263.33,52161
Sub-Saharan Africa,Niger,Fruits,Online,576707398,9390,9.33,6.92,22629.9
Europe,Poland,Household,Online,141875827,3065,668.27,502.54,507962.45
Europe,Vatican City,Beverages,Offline,510762822,4924,47.45,31.79,77109.84
Europe,Russia,Snacks,Offline,189667212,5598,152.58,97.44,308673.72
Central America and the Caribbean,Grenada,Household,Offline,905200326,7747,668.27,502.54,1283910.31
Central America and the Caribbean,Honduras,Fruits,Online,854285991,1064,9.33,6.92,2564.24
Asia,Taiwan,Household,Offline,554160535,7272,668.27,502.54,1205188.56
Asia,Laos,Meat,Offline,592372786,5126,421.89,364.69,293207.2
Europe,Germany,Clothes,Online,276784074,5413,109.28,35.84,397530.72
Middle East and North Africa,Syria,Snacks,Online,785568225,5950,152.58,97.44,328083
Sub-Saharan Africa,Sudan,Household,Offline,217211568,6585,668.27,502.54,1091332.05
Sub-Saharan Africa,Mozambique,Office Supplies,Online,340512931,4198,651.21,524.96,529997.5
Europe,Spain,Clothes,Online,744583642,7701,109.28,35.84,565561.44
Sub-Saharan Africa,Djibouti,Snacks,Offline,188847529,3035,152.58,97.44,167349.9
Middle East and North Africa,Syria,Fruits,Offline,653040921,8175,9.33,6.92,19701.75
Asia,Vietnam,Clothes,Offline,587212646,8126,109.28,35.84,596773.44
Europe,Moldova ,Beverages,Online,761724030,9923,47.45,31.79,155394.18
Europe,Slovakia,Office Supplies,Online,217248904,7633,651.21,524.96,963666.25
Central America and the Caribbean,Grenada,Meat,Online,314773595,7357,421.89,364.69,420820.4
Europe,Montenegro,Clothes,Online,685596930,2222,109.28,35.84,163183.68
Central America and the Caribbean,Barbados,Office Supplies,Online,581330239,7391,651.21,524.96,933113.75
Australia and Oceania,Australia,Household,Online,223897349,5056,668.27,502.54,837930.88
Europe,Greece,Clothes,Online,355534589,9440,109.28,35.84,693273.6
Asia,Taiwan,Household,Offline,888790786,1799,668.27,502.54,298148.27
Europe,Belgium,Office Supplies,Offline,456527268,5419,651.21,524.96,684148.75
Europe,Montenegro,Baby Food,Offline,461917865,616,255.28,159.42,59049.76
Australia and Oceania,Fiji,Cosmetics,Online,128448903,9740,437.2,263.33,1693493.8
Central America and the Caribbean,Belize,Clothes,Offline,549919211,2170,109.28,35.84,159364.8
Asia,North Korea,Fruits,Online,640440118,9318,9.33,6.92,22456.38
Europe,Montenegro,Personal Care,Offline,284435451,9625,81.73,56.67,241202.5
Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,786641538,3567,255.28,159.42,341932.62
Middle East and North Africa,Pakistan,Cereal,Offline,822107207,8647,205.7,117.11,766037.73
Middle East and North Africa,Oman,Cereal,Offline,486193788,4401,205.7,117.11,389884.59
Europe,Finland,Meat,Online,844575107,7397,421.89,364.69,423108.4
Asia,Taiwan,Office Supplies,Online,783237493,6234,651.21,524.96,787042.5
Europe,Russia,Baby Food,Offline,158479773,6542,255.28,159.42,627116.12
Middle East and North Africa,Morocco,Cosmetics,Online,246913278,5981,437.2,263.33,1039916.47
North America,Mexico,Cosmetics,Online,595461833,9244,437.2,263.33,1607254.28
North America,United States of America,Household,Offline,371361768,3054,668.27,502.54,506139.42
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Offline,612161910,1168,81.73,56.67,29270.08
Europe,Monaco,Household,Online,175723588,9370,668.27,502.54,1552890.1
Europe,Netherlands,Household,Online,690220630,477,668.27,502.54,79053.21
Europe,Macedonia,Beverages,Offline,704139363,9340,47.45,31.79,146264.4
Europe,Italy,Fruits,Online,636278617,7837,9.33,6.92,18887.17
Europe,Belarus,Snacks,Online,525749719,9880,152.58,97.44,544783.2
Europe,Romania,Fruits,Online,481976497,6411,9.33,6.92,15450.51
Asia,Tajikistan,Meat,Offline,234695279,403,421.89,364.69,23051.6
Sub-Saharan Africa,Sierra Leone,Cereal,Online,483954894,1863,205.7,117.11,165043.17
Middle East and North Africa,Lebanon,Beverages,Online,650116670,2824,47.45,31.79,44223.84
Asia,Bhutan,Cereal,Offline,223854434,2356,205.7,117.11,208718.04
Asia,Maldives,Personal Care,Offline,116154515,1557,81.73,56.67,39018.42
Central America and the Caribbean,Belize,Vegetables,Online,408315742,8556,154.06,90.93,540140.28
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online,801949441,3516,255.28,159.42,337043.76
Europe,San Marino,Meat,Online,168979442,3627,421.89,364.69,207464.4
Sub-Saharan Africa,Burundi,Vegetables,Offline,601642072,8114,154.06,90.93,512236.82
Sub-Saharan Africa,Togo,Fruits,Offline,662486159,3231,9.33,6.92,7786.71
Sub-Saharan Africa,Ghana,Meat,Online,334373033,7266,421.89,364.69,415615.2
Europe,Albania,Household,Online,570476520,5534,668.27,502.54,917149.82
Europe,Finland,Cereal,Online,144282948,5386,205.7,117.11,477145.74
Middle East and North Africa,Yemen,Baby Food,Offline,599591147,1200,255.28,159.42,115032
Middle East and North Africa,Saudi Arabia,Meat,Offline,400512444,9387,421.89,364.69,536936.4
Sub-Saharan Africa,Mauritania,Snacks,Online,781470668,3391,152.58,97.44,186979.74
Europe,Russia,Beverages,Online,797202146,8685,47.45,31.79,136007.1
Asia,Maldives,Snacks,Online,472755706,7774,152.58,97.44,428658.36
Europe,Hungary,Fruits,Offline,353492677,5193,9.33,6.92,12515.13
Europe,Slovenia,Cosmetics,Offline,155086886,2511,437.2,263.33,436587.57
Europe,Russia,Cosmetics,Online,113524663,3325,437.2,263.33,578117.75
Sub-Saharan Africa,Equatorial Guinea,Beverages,Online,535104835,8267,47.45,31.79,129461.22
Central America and the Caribbean,Dominica,Baby Food,Online,446438729,9996,255.28,159.42,958216.56
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,744450175,8205,47.45,31.79,128490.3
Sub-Saharan Africa,Gabon,Beverages,Offline,146375501,4618,47.45,31.79,72317.88
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,139763534,7990,81.73,56.67,200229.4
Europe,Andorra,Beverages,Offline,932475602,9107,47.45,31.79,142615.62
Sub-Saharan Africa,Zimbabwe,Fruits,Online,102685534,5786,9.33,6.92,13944.26
Sub-Saharan Africa,Republic of the Congo,Meat,Offline,248879659,7877,421.89,364.69,450564.4
Middle East and North Africa,Oman,Beverages,Offline,439856803,2257,47.45,31.79,35344.62
Sub-Saharan Africa,Seychelles ,Fruits,Online,264728295,7840,9.33,6.92,18894.4
Europe,Russia,Office Supplies,Offline,282917964,567,651.21,524.96,71583.75
Sub-Saharan Africa,Ghana,Cosmetics,Offline,674162137,8413,437.2,263.33,1462768.31
Sub-Saharan Africa,Senegal,Fruits,Online,788509643,6381,9.33,6.92,15378.21
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online,496321809,1507,437.2,263.33,262022.09
Sub-Saharan Africa,Madagascar,Household,Online,638272464,7861,668.27,502.54,1302803.53
Europe,Croatia,Baby Food,Offline,775347936,1539,255.28,159.42,147528.54
Australia and Oceania,Palau,Household,Offline,538847053,5672,668.27,502.54,940020.56
Europe,Bulgaria,Baby Food,Offline,980381143,5421,255.28,159.42,519657.06
Europe,Belarus,Cosmetics,Offline,521874034,2979,437.2,263.33,517958.73
Sub-Saharan Africa,Ghana,Vegetables,Offline,805562055,2568,154.06,90.93,162117.84
Australia and Oceania,Nauru,Personal Care,Online,843994033,5445,81.73,56.67,136451.7
Australia and Oceania,Tonga,Snacks,Online,170031297,4894,152.58,97.44,269855.16
Europe,Iceland,Cosmetics,Online,186847674,1234,437.2,263.33,214555.58
Europe,Vatican City,Fruits,Offline,117929494,6813,9.33,6.92,16419.33
Middle East and North Africa,Qatar,Baby Food,Offline,157075583,1011,255.28,159.42,96914.46
Middle East and North Africa,Iraq,Baby Food,Online,118397271,5238,255.28,159.42,502114.68
Europe,Netherlands,Beverages,Offline,786318385,7939,47.45,31.79,124324.74
Asia,Bangladesh,Cosmetics,Offline,765575253,9585,437.2,263.33,1666543.95
Middle East and North Africa,Kuwait,Vegetables,Offline,531216704,7682,154.06,90.93,484964.66
Europe,Austria,Household,Online,178604066,1767,668.27,502.54,292844.91
